env,seed,cycle,anchor,kernel,channel,budget,mean_cost,cost_over_budget,q50,q90,q95,q99,event,positive_excess,any_event,success,joint,raw_reward,shaped_reward,penalty,mean_feasible_with_events
DiagReachK2,180,0,0,det_W2,0,6.0,0.07834640145301819,0.01305773357550303,0.06448793411254883,0.1665022224187851,0.1958068460226059,0.22804290056228638,0.0,0.0,0.0,0.0,0.0,3.80233097076416,3.80233097076416,0.0,False
DiagReachK2,180,0,0,det_W2,1,6.0,0.9523077011108398,0.15871795018513998,0.945846438407898,1.1623382568359375,1.1931148767471313,1.2756551504135132,0.0,0.0,0.0,0.0,0.0,3.80233097076416,3.80233097076416,0.0,False
DiagReachK2,180,6,1,sample_old,0,6.0,4.5672383308410645,0.7612063884735107,4.229221343994141,7.951111316680908,8.572372436523438,9.537514686584473,0.2890625,0.07823737959067026,0.484375,0.40625,0.21875,7.151766777038574,5.538575649261475,1.61319100856781,True
DiagReachK2,180,6,1,sample_old,1,6.0,4.645646095275879,0.7742743492126465,4.493109703063965,7.215491771697998,7.475494384765625,8.364175796508789,0.28125,0.047135570396979645,0.484375,0.40625,0.21875,7.151766777038574,5.538575649261475,1.61319100856781,True
DiagReachK2,180,6,1,sample_KL,0,6.0,3.9730684757232666,0.6621780792872111,3.526113748550415,7.194145202636719,7.966400623321533,8.736161231994629,0.21875,0.04755381867289543,0.34375,0.3671875,0.234375,6.817506313323975,6.0945868492126465,0.7229197025299072,True
DiagReachK2,180,6,1,sample_KL,1,6.0,4.1465325355529785,0.6910887559254965,4.024405479431152,6.292657852172852,6.559932708740234,7.65831995010376,0.1640625,0.015045500670870146,0.34375,0.3671875,0.234375,6.817506313323975,6.0945868492126465,0.7229197025299072,True
DiagReachK2,180,6,1,sample_W2,0,6.0,3.9880170822143555,0.6646695137023926,3.5390477180480957,7.214095115661621,7.9863128662109375,8.762441635131836,0.21875,0.04829672537744045,0.34375,0.375,0.2421875,6.823984622955322,6.083850383758545,0.7401340007781982,True
DiagReachK2,180,6,1,sample_W2,1,6.0,4.155661582946777,0.6926102638244629,4.0384392738342285,6.327432632446289,6.597530841827393,7.692141056060791,0.1640625,0.01581994630396366,0.34375,0.375,0.2421875,6.823984622955322,6.083850383758545,0.7401340007781982,True
DiagReachK2,180,6,1,sample_KL_mean,0,6.0,3.9637176990509033,0.6606196165084839,3.5253987312316895,7.1672821044921875,7.942785263061523,8.691574096679688,0.21875,0.046910836050907775,0.34375,0.3671875,0.234375,6.796596527099609,6.073585510253906,0.7230108380317688,True
DiagReachK2,180,6,1,sample_KL_mean,1,6.0,4.135987281799316,0.6893312136332194,3.997948169708252,6.382161617279053,6.576548099517822,7.654469966888428,0.1640625,0.015988268579045933,0.34375,0.3671875,0.234375,6.796596527099609,6.073585510253906,0.7230108380317688,True
