env,seed,cycle,anchor,kernel,raw_reward,shaped_reward,penalty,joint,success,any_event,cost_mean,event,excess
DiagReachK3,180,6,16,sample_rawW2,7.519012480702986,6.222111974571635,1.296900506131351,0.3125,0.40625,0.359375,"[5.893860440701246, 4.641956053674221, 9.389045797288418]","[0.21875, 0.171875, 0.125]","[0.05053821525403431, 0.02692869878732241, 0.0181075406074524]"
DiagReachK3,180,6,16,det_old,8.961913191020722,8.961816966772313,9.622424840927124e-05,0.96875,1.0,0.03125,"[6.648989863693714, 4.563095308840275, 10.211401522159576]","[0.03125, 0.0, 0.0]","[1.9244849681854248e-05, 0.0, 0.0]"
DiagReachK3,180,6,16,det_shapedKL,8.948361760190163,8.948361760190163,0.0,1.0,1.0,0.0,"[6.491685353219509, 5.026609718799591, 10.518636748194695]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,6,16,det_shapedW2,8.873034223022113,8.873034223022113,0.0,1.0,1.0,0.0,"[6.390447899699211, 4.799448899924755, 10.192161843180656]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,6,16,det_rawKL,9.09327705873584,8.940984369427316,0.15229268930852413,0.03125,1.0,0.96875,"[7.210310153663158, 4.912690855562687, 11.101452216506004]","[0.96875, 0.0, 0.0]","[0.030277514031955173, 0.0, 0.0]"
DiagReachK3,180,6,16,det_rawW2,9.076227483431284,8.925701815726642,0.15052566770464182,0.03125,1.0,0.96875,"[7.208125717937946, 4.95014388859272, 11.131062358617783]","[0.96875, 0.0, 0.0]","[0.02997005305119923, 0.0, 0.0]"
DiagReachK3,180,18,18,sample_old,7.365459115548765,6.190715879506206,1.1747432360425591,0.25,0.390625,0.453125,"[5.59639067389071, 4.766339939553291, 9.173339862376451]","[0.203125, 0.265625, 0.109375]","[0.04068665099995476, 0.039965044993620635, 0.012085157632827762]"
DiagReachK3,180,18,18,sample_shapedKL,7.3233911338084905,6.53436419915497,0.7890269346535206,0.25,0.390625,0.359375,"[5.467305140569806, 4.624296327121556, 8.878522980958223]","[0.140625, 0.234375, 0.0625]","[0.03083769338471549, 0.030572360524764433, 0.006275316476821901]"
DiagReachK3,180,18,18,sample_shapedW2,7.357998665790365,6.521046574595676,0.8369520911946893,0.265625,0.40625,0.359375,"[5.488316673785448, 4.7063674461096525, 8.992247007787228]","[0.140625, 0.234375, 0.0625]","[0.031469082193715234, 0.03274201315182906, 0.006916831731796264]"
DiagReachK3,180,18,18,sample_rawKL,7.522565685385462,5.992802027785775,1.5297636575996876,0.234375,0.40625,0.5,"[5.835954371839762, 5.0110306311398745, 9.688866276293993]","[0.265625, 0.28125, 0.15625]","[0.04680920498711723, 0.05066305169692406, 0.017917945384979244]"
